Gene	Term	GLMNET_coefficients	lambda_min
ENST00000656168.1	128074069:128074071	0	1.41872138255437
ENST00000656396.1	(Intercept)	-8.74187426175673	1.48135020153656
ENST00000656396.1	127818899:127818901	0	1.48135020153656
ENST00000656396.1	127882061:127882063	0	1.48135020153656
ENST00000656396.1	128100979:128100981	0	1.48135020153656
ENST00000656396.1	127803149:127803151	0	1.48135020153656
ENST00000656396.1	128082752:128082754	0	1.48135020153656
ENST00000656396.1	127854727:127854729	0	1.48135020153656
ENST00000656396.1	128069068:128069070	0	1.48135020153656
ENST00000656396.1	128099369:128099371	0	1.48135020153656
ENST00000656396.1	128031057:128031059	0	1.48135020153656
ENST00000656396.1	127855154:127855156	0	1.48135020153656
ENST00000656396.1	128031958:128031960	0	1.48135020153656
ENST00000656396.1	128074072:128074074	0	1.48135020153656
ENST00000656396.1	127816827:127816829	0	1.48135020153656
ENST00000656396.1	127851933:127851935	0	1.48135020153656
ENST00000656396.1	127932464:127932466	0	1.48135020153656
ENST00000656396.1	128070161:128070163	0	1.48135020153656
ENST00000656396.1	128070159:128070161	0	1.48135020153656
ENST00000656396.1	127890588:127890590	0	1.48135020153656
ENST00000656396.1	128049584:128049586	0	1.48135020153656
ENST00000656396.1	128096517:128096519	0	1.48135020153656
ENST00000656396.1	127932052:127932054	0	1.48135020153656
ENST00000656396.1	127855162:127855164	0	1.48135020153656
ENST00000656396.1	127932027:127932029	0	1.48135020153656
ENST00000656396.1	128038916:128038918	0	1.48135020153656
ENST00000656396.1	127881800:127881802	-2.22762557667534e-14	1.48135020153656
ENST00000656396.1	128080302:128080304	0	1.48135020153656
ENST00000656396.1	128049587:128049589	0	1.48135020153656
ENST00000656396.1	128048447:128048449	0	1.48135020153656
ENST00000656396.1	127989161:127989163	0	1.48135020153656
ENST00000656396.1	127902455:127902457	0	1.48135020153656
ENST00000656396.1	127819908:127819910	0	1.48135020153656
ENST00000656396.1	127996560:127996562	0	1.48135020153656
ENST00000656396.1	128096520:128096522	0	1.48135020153656
ENST00000656396.1	128074069:128074071	0	1.48135020153656
ENST00000656402.1	(Intercept)	-8.37149004008142	2.03498716794068
ENST00000656402.1	127818899:127818901	0	2.03498716794068
ENST00000656402.1	127882061:127882063	0	2.03498716794068
ENST00000656402.1	128100979:128100981	0	2.03498716794068
ENST00000656402.1	127803149:127803151	0	2.03498716794068
ENST00000656402.1	128082752:128082754	0	2.03498716794068
ENST00000656402.1	127854727:127854729	0	2.03498716794068
ENST00000656402.1	128069068:128069070	0	2.03498716794068
ENST00000656402.1	128099369:128099371	0	2.03498716794068
ENST00000656402.1	128031057:128031059	0	2.03498716794068
ENST00000656402.1	127855154:127855156	0	2.03498716794068
ENST00000656402.1	128031958:128031960	0	2.03498716794068
ENST00000656402.1	128074072:128074074	0	2.03498716794068
ENST00000656402.1	127816827:127816829	0	2.03498716794068
ENST00000656402.1	127851933:127851935	0	2.03498716794068
ENST00000656402.1	127932464:127932466	0	2.03498716794068
ENST00000656402.1	128070161:128070163	0	2.03498716794068
ENST00000656402.1	128070159:128070161	0	2.03498716794068
ENST00000656402.1	127890588:127890590	0	2.03498716794068
ENST00000656402.1	128049584:128049586	0	2.03498716794068
ENST00000656402.1	128096517:128096519	0	2.03498716794068
ENST00000656402.1	127932052:127932054	0	2.03498716794068
ENST00000656402.1	127855162:127855164	0	2.03498716794068
ENST00000656402.1	127932027:127932029	0	2.03498716794068
ENST00000656402.1	128038916:128038918	0	2.03498716794068
ENST00000656402.1	127881800:127881802	0	2.03498716794068
ENST00000656402.1	128080302:128080304	0	2.03498716794068
ENST00000656402.1	128049587:128049589	0	2.03498716794068
ENST00000656402.1	128048447:128048449	0	2.03498716794068
ENST00000656402.1	127989161:127989163	0	2.03498716794068
ENST00000656402.1	127902455:127902457	0	2.03498716794068
ENST00000656402.1	127819908:127819910	0	2.03498716794068
ENST00000656402.1	127996560:127996562	0	2.03498716794068
ENST00000656402.1	128096520:128096522	0	2.03498716794068
ENST00000656402.1	128074069:128074071	0	2.03498716794068
ENST00000656411.1	(Intercept)	12.1715824179869	1.08569980584338
ENST00000656411.1	127818899:127818901	0	1.08569980584338
ENST00000656411.1	127882061:127882063	0	1.08569980584338
ENST00000656411.1	128100979:128100981	0	1.08569980584338
ENST00000656411.1	127803149:127803151	49.5659270178805	1.08569980584338
ENST00000656411.1	128082752:128082754	0	1.08569980584338
ENST00000656411.1	127854727:127854729	0	1.08569980584338
ENST00000656411.1	128069068:128069070	0	1.08569980584338
ENST00000656411.1	128099369:128099371	9.30061526241027	1.08569980584338
ENST00000656411.1	128031057:128031059	0	1.08569980584338
ENST00000656411.1	127855154:127855156	8.71714896804395	1.08569980584338
ENST00000656411.1	128031958:128031960	0	1.08569980584338
ENST00000656411.1	128074072:128074074	0	1.08569980584338
ENST00000656411.1	127816827:127816829	0	1.08569980584338
ENST00000656411.1	127851933:127851935	0	1.08569980584338
ENST00000656411.1	127932464:127932466	0	1.08569980584338
ENST00000656411.1	128070161:128070163	3.40607676097782	1.08569980584338
ENST00000656411.1	128070159:128070161	0	1.08569980584338
ENST00000656411.1	127890588:127890590	0	1.08569980584338
ENST00000656411.1	128049584:128049586	0	1.08569980584338
ENST00000656411.1	128096517:128096519	0	1.08569980584338
ENST00000656411.1	127932052:127932054	0	1.08569980584338
ENST00000656411.1	127855162:127855164	0	1.08569980584338
ENST00000656411.1	127932027:127932029	0	1.08569980584338
ENST00000656411.1	128038916:128038918	0	1.08569980584338
ENST00000656411.1	127881800:127881802	-118.076866154966	1.08569980584338
ENST00000656411.1	128080302:128080304	13.1169129016739	1.08569980584338
ENST00000656411.1	128049587:128049589	23.7330989485507	1.08569980584338
ENST00000656411.1	128048447:128048449	-7.42803201707936	1.08569980584338
ENST00000656411.1	127989161:127989163	0	1.08569980584338
ENST00000656411.1	127902455:127902457	0	1.08569980584338
ENST00000656411.1	127819908:127819910	0	1.08569980584338
ENST00000656411.1	127996560:127996562	1.75443875040831	1.08569980584338
ENST00000656411.1	128096520:128096522	0	1.08569980584338
ENST00000656411.1	128074069:128074071	0	1.08569980584338
ENST00000656491.1	(Intercept)	-16.0543279161068	0.603422661725603
ENST00000656491.1	127818899:127818901	0	0.603422661725603
ENST00000656491.1	127882061:127882063	-29.0995057021753	0.603422661725603
ENST00000656491.1	128100979:128100981	0	0.603422661725603
ENST00000656491.1	127803149:127803151	2.8263549836158	0.603422661725603
ENST00000656491.1	128082752:128082754	0	0.603422661725603
ENST00000656491.1	127854727:127854729	0	0.603422661725603
ENST00000656491.1	128069068:128069070	-0.788854425436961	0.603422661725603
ENST00000656491.1	128099369:128099371	0	0.603422661725603
ENST00000656491.1	128031057:128031059	0	0.603422661725603
ENST00000656491.1	127855154:127855156	0	0.603422661725603
ENST00000656491.1	128031958:128031960	0	0.603422661725603
ENST00000656491.1	128074072:128074074	2.43119498114783	0.603422661725603
ENST00000656491.1	127816827:127816829	0	0.603422661725603
ENST00000656491.1	127851933:127851935	0	0.603422661725603
ENST00000656491.1	127932464:127932466	4.12310703253927	0.603422661725603
ENST00000656491.1	128070161:128070163	0	0.603422661725603
ENST00000656491.1	128070159:128070161	0	0.603422661725603
ENST00000656491.1	127890588:127890590	0	0.603422661725603
ENST00000656491.1	128049584:128049586	0	0.603422661725603
ENST00000656491.1	128096517:128096519	0	0.603422661725603
ENST00000656491.1	127932052:127932054	0	0.603422661725603
ENST00000656491.1	127855162:127855164	0	0.603422661725603
ENST00000656491.1	127932027:127932029	14.2268980845948	0.603422661725603
ENST00000656491.1	128038916:128038918	6.4377339641595	0.603422661725603
ENST00000656491.1	127881800:127881802	0	0.603422661725603
ENST00000656491.1	128080302:128080304	0	0.603422661725603
ENST00000656491.1	128049587:128049589	0	0.603422661725603
ENST00000656491.1	128048447:128048449	0	0.603422661725603
ENST00000656491.1	127989161:127989163	0	0.603422661725603
ENST00000656491.1	127902455:127902457	5.94057167850532	0.603422661725603
ENST00000656491.1	127819908:127819910	0	0.603422661725603
ENST00000656491.1	127996560:127996562	0	0.603422661725603
ENST00000656491.1	128096520:128096522	0	0.603422661725603
ENST00000656491.1	128074069:128074071	0	0.603422661725603
ENST00000656693.1	(Intercept)	62.2611764561671	0.239970552154529
ENST00000656693.1	127818899:127818901	0	0.239970552154529
ENST00000656693.1	127882061:127882063	-4.44336273373911	0.239970552154529
ENST00000656693.1	128100979:128100981	0	0.239970552154529
ENST00000656693.1	127803149:127803151	-17.6688741195429	0.239970552154529
ENST00000656693.1	128082752:128082754	-7.35727763750538	0.239970552154529
ENST00000656693.1	127854727:127854729	0	0.239970552154529
ENST00000656693.1	128069068:128069070	0	0.239970552154529
ENST00000656693.1	128099369:128099371	-2.21580402892389	0.239970552154529
ENST00000656693.1	128031057:128031059	0.75045735640116	0.239970552154529
ENST00000656693.1	127855154:127855156	0	0.239970552154529
ENST00000656693.1	128031958:128031960	0	0.239970552154529
ENST00000656693.1	128074072:128074074	0	0.239970552154529
ENST00000656693.1	127816827:127816829	-6.43647540928577	0.239970552154529
ENST00000656693.1	127851933:127851935	0	0.239970552154529
ENST00000656693.1	127932464:127932466	21.3232982933313	0.239970552154529
ENST00000656693.1	128070161:128070163	-9.92308779831485	0.239970552154529
ENST00000656693.1	128070159:128070161	-3.38748020373002	0.239970552154529
ENST00000656693.1	127890588:127890590	0	0.239970552154529
ENST00000656693.1	128049584:128049586	-15.7760412730237	0.239970552154529
ENST00000656693.1	128096517:128096519	-7.97716960259685	0.239970552154529
ENST00000656693.1	127932052:127932054	-14.2876746933835	0.239970552154529
ENST00000656693.1	127855162:127855164	-10.8586927159652	0.239970552154529
ENST00000656693.1	127932027:127932029	-1.84533364749076	0.239970552154529
ENST00000656693.1	128038916:128038918	0	0.239970552154529
ENST00000656693.1	127881800:127881802	0	0.239970552154529
ENST00000656693.1	128080302:128080304	-8.67781210824414	0.239970552154529
ENST00000656693.1	128049587:128049589	22.3857828183367	0.239970552154529
ENST00000656693.1	128048447:128048449	-6.36247725661725	0.239970552154529
ENST00000656693.1	127989161:127989163	11.1595123188671	0.239970552154529
ENST00000656693.1	127902455:127902457	-11.9700981455585	0.239970552154529
ENST00000656693.1	127819908:127819910	0	0.239970552154529
ENST00000656693.1	127996560:127996562	-8.39505076825154	0.239970552154529
ENST00000656693.1	128096520:128096522	6.26266869938039	0.239970552154529
ENST00000656693.1	128074069:128074071	13.2525543642619	0.239970552154529
ENST00000656880.1	(Intercept)	-11.2824597335197	1.51010989871025
ENST00000656880.1	127818899:127818901	0	1.51010989871025
ENST00000656880.1	127882061:127882063	0	1.51010989871025
ENST00000656880.1	128100979:128100981	0	1.51010989871025
ENST00000656880.1	127803149:127803151	0	1.51010989871025
ENST00000656880.1	128082752:128082754	0	1.51010989871025
ENST00000656880.1	127854727:127854729	0	1.51010989871025
ENST00000656880.1	128069068:128069070	0	1.51010989871025
ENST00000656880.1	128099369:128099371	0	1.51010989871025
ENST00000656880.1	128031057:128031059	0	1.51010989871025
ENST00000656880.1	127855154:127855156	0	1.51010989871025
ENST00000656880.1	128031958:128031960	0	1.51010989871025
ENST00000656880.1	128074072:128074074	0	1.51010989871025
ENST00000656880.1	127816827:127816829	0	1.51010989871025
ENST00000656880.1	127851933:127851935	0	1.51010989871025
ENST00000656880.1	127932464:127932466	0	1.51010989871025
ENST00000656880.1	128070161:128070163	0	1.51010989871025
ENST00000656880.1	128070159:128070161	0	1.51010989871025
ENST00000656880.1	127890588:127890590	0	1.51010989871025
ENST00000656880.1	128049584:128049586	0	1.51010989871025
ENST00000656880.1	128096517:128096519	0	1.51010989871025
ENST00000656880.1	127932052:127932054	0	1.51010989871025
ENST00000656880.1	127855162:127855164	0	1.51010989871025
ENST00000656880.1	127932027:127932029	0	1.51010989871025
ENST00000656880.1	128038916:128038918	0	1.51010989871025
ENST00000656880.1	127881800:127881802	0	1.51010989871025
ENST00000656880.1	128080302:128080304	0	1.51010989871025
ENST00000656880.1	128049587:128049589	0	1.51010989871025
ENST00000656880.1	128048447:128048449	0	1.51010989871025
ENST00000656880.1	127989161:127989163	0	1.51010989871025
ENST00000656880.1	127902455:127902457	0	1.51010989871025
ENST00000656880.1	127819908:127819910	0	1.51010989871025
ENST00000656880.1	127996560:127996562	0	1.51010989871025
ENST00000656880.1	128096520:128096522	0	1.51010989871025
ENST00000656880.1	128074069:128074071	0	1.51010989871025
ENST00000656948.1	(Intercept)	-11.3102485333132	0.730374212270424
ENST00000656948.1	127818899:127818901	0	0.730374212270424
ENST00000656948.1	127882061:127882063	0	0.730374212270424
ENST00000656948.1	128100979:128100981	0	0.730374212270424
ENST00000656948.1	127803149:127803151	0	0.730374212270424
ENST00000656948.1	128082752:128082754	0	0.730374212270424
ENST00000656948.1	127854727:127854729	0	0.730374212270424
ENST00000656948.1	128069068:128069070	0	0.730374212270424
ENST00000656948.1	128099369:128099371	0	0.730374212270424
ENST00000656948.1	128031057:128031059	0	0.730374212270424
ENST00000656948.1	127855154:127855156	0	0.730374212270424
ENST00000656948.1	128031958:128031960	0	0.730374212270424
ENST00000656948.1	128074072:128074074	0	0.730374212270424
ENST00000656948.1	127816827:127816829	0	0.730374212270424
ENST00000656948.1	127851933:127851935	0	0.730374212270424
ENST00000656948.1	127932464:127932466	0	0.730374212270424
ENST00000656948.1	128070161:128070163	0	0.730374212270424
ENST00000656948.1	128070159:128070161	0	0.730374212270424
ENST00000656948.1	127890588:127890590	0	0.730374212270424
ENST00000656948.1	128049584:128049586	0	0.730374212270424
ENST00000656948.1	128096517:128096519	0	0.730374212270424
ENST00000656948.1	127932052:127932054	0	0.730374212270424
ENST00000656948.1	127855162:127855164	0	0.730374212270424
ENST00000656948.1	127932027:127932029	0	0.730374212270424
ENST00000656948.1	128038916:128038918	0	0.730374212270424
ENST00000656948.1	127881800:127881802	0	0.730374212270424
ENST00000656948.1	128080302:128080304	0	0.730374212270424
ENST00000656948.1	128049587:128049589	0	0.730374212270424
ENST00000656948.1	128048447:128048449	0	0.730374212270424
ENST00000656948.1	127989161:127989163	0	0.730374212270424
ENST00000656948.1	127902455:127902457	0	0.730374212270424
ENST00000656948.1	127819908:127819910	0	0.730374212270424
ENST00000656948.1	127996560:127996562	0	0.730374212270424
ENST00000656948.1	128096520:128096522	0	0.730374212270424
ENST00000656948.1	128074069:128074071	0	0.730374212270424
ENST00000656999.1	(Intercept)	1.36482269476963	1.21116009125023
ENST00000656999.1	127818899:127818901	0	1.21116009125023
ENST00000656999.1	127882061:127882063	0	1.21116009125023
ENST00000656999.1	128100979:128100981	0	1.21116009125023
ENST00000656999.1	127803149:127803151	0	1.21116009125023
ENST00000656999.1	128082752:128082754	0	1.21116009125023
ENST00000656999.1	127854727:127854729	0	1.21116009125023
ENST00000656999.1	128069068:128069070	0	1.21116009125023
ENST00000656999.1	128099369:128099371	0	1.21116009125023
ENST00000656999.1	128031057:128031059	0	1.21116009125023
ENST00000656999.1	127855154:127855156	0	1.21116009125023
ENST00000656999.1	128031958:128031960	-8.38904349772763	1.21116009125023
ENST00000656999.1	128074072:128074074	0	1.21116009125023
ENST00000656999.1	127816827:127816829	0	1.21116009125023
ENST00000656999.1	127851933:127851935	0	1.21116009125023
ENST00000656999.1	127932464:127932466	0	1.21116009125023
ENST00000656999.1	128070161:128070163	0	1.21116009125023
ENST00000656999.1	128070159:128070161	0	1.21116009125023
ENST00000656999.1	127890588:127890590	0	1.21116009125023
ENST00000656999.1	128049584:128049586	0	1.21116009125023
ENST00000656999.1	128096517:128096519	0	1.21116009125023
ENST00000656999.1	127932052:127932054	0	1.21116009125023
ENST00000656999.1	127855162:127855164	0	1.21116009125023
ENST00000656999.1	127932027:127932029	0	1.21116009125023
ENST00000656999.1	128038916:128038918	0	1.21116009125023
ENST00000656999.1	127881800:127881802	0	1.21116009125023
ENST00000656999.1	128080302:128080304	0	1.21116009125023
ENST00000656999.1	128049587:128049589	0	1.21116009125023
ENST00000656999.1	128048447:128048449	0	1.21116009125023
ENST00000656999.1	127989161:127989163	0	1.21116009125023
ENST00000656999.1	127902455:127902457	5.53033209976024	1.21116009125023
ENST00000656999.1	127819908:127819910	0	1.21116009125023
ENST00000656999.1	127996560:127996562	0	1.21116009125023
ENST00000656999.1	128096520:128096522	0	1.21116009125023
ENST00000656999.1	128074069:128074071	3.00295377164183	1.21116009125023
ENST00000657112.1	(Intercept)	-19.8987213885298	1.57884730340879
ENST00000657112.1	127818899:127818901	0	1.57884730340879
ENST00000657112.1	127882061:127882063	0	1.57884730340879
ENST00000657112.1	128100979:128100981	0	1.57884730340879
ENST00000657112.1	127803149:127803151	0	1.57884730340879
ENST00000657112.1	128082752:128082754	0	1.57884730340879
ENST00000657112.1	127854727:127854729	0	1.57884730340879
ENST00000657112.1	128069068:128069070	-15.3620292883415	1.57884730340879
ENST00000657112.1	128099369:128099371	-9.72044861494068	1.57884730340879
ENST00000657112.1	128031057:128031059	0	1.57884730340879
ENST00000657112.1	127855154:127855156	0	1.57884730340879
ENST00000657112.1	128031958:128031960	0	1.57884730340879
ENST00000657112.1	128074072:128074074	0	1.57884730340879
ENST00000657112.1	127816827:127816829	0	1.57884730340879
ENST00000657112.1	127851933:127851935	0	1.57884730340879
ENST00000657112.1	127932464:127932466	10.6440279862162	1.57884730340879
ENST00000657112.1	128070161:128070163	0	1.57884730340879
ENST00000657112.1	128070159:128070161	0	1.57884730340879
ENST00000657112.1	127890588:127890590	0	1.57884730340879
ENST00000657112.1	128049584:128049586	0	1.57884730340879
ENST00000657112.1	128096517:128096519	0	1.57884730340879
ENST00000657112.1	127932052:127932054	5.175005821355	1.57884730340879
ENST00000657112.1	127855162:127855164	0	1.57884730340879
ENST00000657112.1	127932027:127932029	0	1.57884730340879
ENST00000657112.1	128038916:128038918	0	1.57884730340879
ENST00000657112.1	127881800:127881802	0	1.57884730340879
ENST00000657112.1	128080302:128080304	0	1.57884730340879
ENST00000657112.1	128049587:128049589	23.1517492077267	1.57884730340879
ENST00000657112.1	128048447:128048449	0	1.57884730340879
ENST00000657112.1	127989161:127989163	0	1.57884730340879
ENST00000657112.1	127902455:127902457	0	1.57884730340879
ENST00000657112.1	127819908:127819910	0	1.57884730340879
ENST00000657112.1	127996560:127996562	0	1.57884730340879
ENST00000657112.1	128096520:128096522	0	1.57884730340879
ENST00000657112.1	128074069:128074071	0	1.57884730340879
ENST00000657183.1	(Intercept)	-10.7106626127971	1.35395523471318
ENST00000657183.1	127818899:127818901	0	1.35395523471318
ENST00000657183.1	127882061:127882063	0	1.35395523471318
ENST00000657183.1	128100979:128100981	0	1.35395523471318
ENST00000657183.1	127803149:127803151	0	1.35395523471318
ENST00000657183.1	128082752:128082754	0	1.35395523471318
ENST00000657183.1	127854727:127854729	0	1.35395523471318
ENST00000657183.1	128069068:128069070	0	1.35395523471318
ENST00000657183.1	128099369:128099371	0	1.35395523471318
ENST00000657183.1	128031057:128031059	0	1.35395523471318
ENST00000657183.1	127855154:127855156	0	1.35395523471318
ENST00000657183.1	128031958:128031960	0	1.35395523471318
ENST00000657183.1	128074072:128074074	0	1.35395523471318
ENST00000657183.1	127816827:127816829	0	1.35395523471318
ENST00000657183.1	127851933:127851935	0	1.35395523471318
ENST00000657183.1	127932464:127932466	0	1.35395523471318
ENST00000657183.1	128070161:128070163	0	1.35395523471318
ENST00000657183.1	128070159:128070161	0	1.35395523471318
ENST00000657183.1	127890588:127890590	0	1.35395523471318
ENST00000657183.1	128049584:128049586	0	1.35395523471318
ENST00000657183.1	128096517:128096519	0	1.35395523471318
ENST00000657183.1	127932052:127932054	0	1.35395523471318
ENST00000657183.1	127855162:127855164	0	1.35395523471318
ENST00000657183.1	127932027:127932029	0	1.35395523471318
ENST00000657183.1	128038916:128038918	0	1.35395523471318
ENST00000657183.1	127881800:127881802	0	1.35395523471318
ENST00000657183.1	128080302:128080304	0	1.35395523471318
ENST00000657183.1	128049587:128049589	0	1.35395523471318
ENST00000657183.1	128048447:128048449	0	1.35395523471318
ENST00000657183.1	127989161:127989163	0	1.35395523471318
ENST00000657183.1	127902455:127902457	0	1.35395523471318
ENST00000657183.1	127819908:127819910	0	1.35395523471318
ENST00000657183.1	127996560:127996562	0	1.35395523471318
ENST00000657183.1	128096520:128096522	0	1.35395523471318
ENST00000657183.1	128074069:128074071	0	1.35395523471318
ENST00000657211.1	(Intercept)	-7.64164895796264	2.55075492601996
ENST00000657211.1	127818899:127818901	0	2.55075492601996
ENST00000657211.1	127882061:127882063	0	2.55075492601996
ENST00000657211.1	128100979:128100981	0	2.55075492601996
ENST00000657211.1	127803149:127803151	0	2.55075492601996
ENST00000657211.1	128082752:128082754	0	2.55075492601996
ENST00000657211.1	127854727:127854729	0	2.55075492601996
ENST00000657211.1	128069068:128069070	0	2.55075492601996
ENST00000657211.1	128099369:128099371	0	2.55075492601996
ENST00000657211.1	128031057:128031059	0	2.55075492601996
ENST00000657211.1	127855154:127855156	0	2.55075492601996
ENST00000657211.1	128031958:128031960	0	2.55075492601996
ENST00000657211.1	128074072:128074074	0	2.55075492601996
ENST00000657211.1	127816827:127816829	0	2.55075492601996
ENST00000657211.1	127851933:127851935	0	2.55075492601996
ENST00000657211.1	127932464:127932466	0	2.55075492601996
ENST00000657211.1	128070161:128070163	0	2.55075492601996
ENST00000657211.1	128070159:128070161	0	2.55075492601996
ENST00000657211.1	127890588:127890590	0	2.55075492601996
ENST00000657211.1	128049584:128049586	0	2.55075492601996
ENST00000657211.1	128096517:128096519	0	2.55075492601996
ENST00000657211.1	127932052:127932054	0	2.55075492601996
ENST00000657211.1	127855162:127855164	0	2.55075492601996
ENST00000657211.1	127932027:127932029	0	2.55075492601996
ENST00000657211.1	128038916:128038918	0	2.55075492601996
ENST00000657211.1	127881800:127881802	0	2.55075492601996
ENST00000657211.1	128080302:128080304	0	2.55075492601996
ENST00000657211.1	128049587:128049589	0	2.55075492601996
ENST00000657211.1	128048447:128048449	0	2.55075492601996
ENST00000657211.1	127989161:127989163	0	2.55075492601996
ENST00000657211.1	127902455:127902457	0	2.55075492601996
ENST00000657211.1	127819908:127819910	0	2.55075492601996
ENST00000657211.1	127996560:127996562	0	2.55075492601996
ENST00000657211.1	128096520:128096522	0	2.55075492601996
ENST00000657211.1	128074069:128074071	0	2.55075492601996
ENST00000657289.1	(Intercept)	-2.57117897769228	2.77090818837702
ENST00000657289.1	127818899:127818901	0	2.77090818837702
ENST00000657289.1	127882061:127882063	0	2.77090818837702
ENST00000657289.1	128100979:128100981	0	2.77090818837702
ENST00000657289.1	127803149:127803151	0	2.77090818837702
ENST00000657289.1	128082752:128082754	0	2.77090818837702
ENST00000657289.1	127854727:127854729	0	2.77090818837702
ENST00000657289.1	128069068:128069070	0	2.77090818837702
ENST00000657289.1	128099369:128099371	0	2.77090818837702
ENST00000657289.1	128031057:128031059	0	2.77090818837702
ENST00000657289.1	127855154:127855156	0	2.77090818837702
ENST00000657289.1	128031958:128031960	0	2.77090818837702
ENST00000657289.1	128074072:128074074	0	2.77090818837702
ENST00000657289.1	127816827:127816829	0	2.77090818837702
ENST00000657289.1	127851933:127851935	0	2.77090818837702
ENST00000657289.1	127932464:127932466	0	2.77090818837702
ENST00000657289.1	128070161:128070163	0	2.77090818837702
ENST00000657289.1	128070159:128070161	0	2.77090818837702
ENST00000657289.1	127890588:127890590	0	2.77090818837702
ENST00000657289.1	128049584:128049586	0	2.77090818837702
ENST00000657289.1	128096517:128096519	0	2.77090818837702
ENST00000657289.1	127932052:127932054	0	2.77090818837702
ENST00000657289.1	127855162:127855164	0	2.77090818837702
ENST00000657289.1	127932027:127932029	0	2.77090818837702
ENST00000657289.1	128038916:128038918	0	2.77090818837702
ENST00000657289.1	127881800:127881802	0	2.77090818837702
ENST00000657289.1	128080302:128080304	0	2.77090818837702
ENST00000657289.1	128049587:128049589	0	2.77090818837702
ENST00000657289.1	128048447:128048449	0	2.77090818837702
ENST00000657289.1	127989161:127989163	0	2.77090818837702
ENST00000657289.1	127902455:127902457	0	2.77090818837702
ENST00000657289.1	127819908:127819910	0	2.77090818837702
ENST00000657289.1	127996560:127996562	0	2.77090818837702
ENST00000657289.1	128096520:128096522	0	2.77090818837702
ENST00000657289.1	128074069:128074071	0	2.77090818837702
ENST00000657297.1	(Intercept)	-6.83841644738379	2.03952675453106
ENST00000657297.1	127818899:127818901	0	2.03952675453106
ENST00000657297.1	127882061:127882063	0	2.03952675453106
ENST00000657297.1	128100979:128100981	0	2.03952675453106
ENST00000657297.1	127803149:127803151	0	2.03952675453106
ENST00000657297.1	128082752:128082754	0	2.03952675453106
ENST00000657297.1	127854727:127854729	0	2.03952675453106
ENST00000657297.1	128069068:128069070	0	2.03952675453106
ENST00000657297.1	128099369:128099371	0	2.03952675453106
ENST00000657297.1	128031057:128031059	0	2.03952675453106
ENST00000657297.1	127855154:127855156	0	2.03952675453106
ENST00000657297.1	128031958:128031960	0	2.03952675453106
ENST00000657297.1	128074072:128074074	0	2.03952675453106
ENST00000657297.1	127816827:127816829	0	2.03952675453106
ENST00000657297.1	127851933:127851935	0	2.03952675453106
ENST00000657297.1	127932464:127932466	0	2.03952675453106
ENST00000657297.1	128070161:128070163	0	2.03952675453106
ENST00000657297.1	128070159:128070161	0	2.03952675453106
ENST00000657297.1	127890588:127890590	0	2.03952675453106
ENST00000657297.1	128049584:128049586	0	2.03952675453106
ENST00000657297.1	128096517:128096519	0	2.03952675453106
ENST00000657297.1	127932052:127932054	0	2.03952675453106
ENST00000657297.1	127855162:127855164	0	2.03952675453106
ENST00000657297.1	127932027:127932029	0	2.03952675453106
ENST00000657297.1	128038916:128038918	0	2.03952675453106
ENST00000657297.1	127881800:127881802	0	2.03952675453106
ENST00000657297.1	128080302:128080304	0	2.03952675453106
ENST00000657297.1	128049587:128049589	0	2.03952675453106
ENST00000657297.1	128048447:128048449	0	2.03952675453106
ENST00000657297.1	127989161:127989163	0	2.03952675453106
ENST00000657297.1	127902455:127902457	0	2.03952675453106
ENST00000657297.1	127819908:127819910	0	2.03952675453106
ENST00000657297.1	127996560:127996562	0	2.03952675453106
ENST00000657297.1	128096520:128096522	0	2.03952675453106
ENST00000657297.1	128074069:128074071	0	2.03952675453106
ENST00000657356.1	(Intercept)	-1.32237890620151	2.7459709104677
ENST00000657356.1	127818899:127818901	0	2.7459709104677
ENST00000657356.1	127882061:127882063	0	2.7459709104677
ENST00000657356.1	128100979:128100981	0	2.7459709104677
ENST00000657356.1	127803149:127803151	0	2.7459709104677
ENST00000657356.1	128082752:128082754	0	2.7459709104677
ENST00000657356.1	127854727:127854729	0	2.7459709104677
ENST00000657356.1	128069068:128069070	0	2.7459709104677
ENST00000657356.1	128099369:128099371	0	2.7459709104677
ENST00000657356.1	128031057:128031059	0	2.7459709104677
ENST00000657356.1	127855154:127855156	0	2.7459709104677
ENST00000657356.1	128031958:128031960	0	2.7459709104677
ENST00000657356.1	128074072:128074074	0	2.7459709104677
ENST00000657356.1	127816827:127816829	0	2.7459709104677
ENST00000657356.1	127851933:127851935	0	2.7459709104677
ENST00000657356.1	127932464:127932466	0	2.7459709104677
ENST00000657356.1	128070161:128070163	0	2.7459709104677
ENST00000657356.1	128070159:128070161	0	2.7459709104677
ENST00000657356.1	127890588:127890590	0	2.7459709104677
ENST00000657356.1	128049584:128049586	0	2.7459709104677
ENST00000657356.1	128096517:128096519	0	2.7459709104677
ENST00000657356.1	127932052:127932054	0	2.7459709104677
ENST00000657356.1	127855162:127855164	0	2.7459709104677
ENST00000657356.1	127932027:127932029	0	2.7459709104677
ENST00000657356.1	128038916:128038918	0	2.7459709104677
ENST00000657356.1	127881800:127881802	0	2.7459709104677
ENST00000657356.1	128080302:128080304	0	2.7459709104677
ENST00000657356.1	128049587:128049589	0	2.7459709104677
ENST00000657356.1	128048447:128048449	0	2.7459709104677
